country,indicator,date,year_week,value,source,url
Italy,Weekly new ICU admissions per 100k,2022-04-17,2022-W15,0.41866282032580304,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-04-24,2022-W16,0.4000930984565134,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-05-01,2022-W17,0.30724448911006513,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-05-08,2022-W18,0.3123089587107805,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-05-15,2022-W19,0.3258142109793548,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-05-22,2022-W20,0.2380300712336219,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-05-29,2022-W21,0.18232090562575295,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-06-05,2022-W22,0.1384288357528865,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-06-12,2022-W23,0.18232090562575295,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-06-19,2022-W24,0.2245248189650476,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-06-26,2022-W25,0.24815901043505262,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-07-03,2022-W26,0.38152337658722374,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-07-10,2022-W27,0.4524259509972388,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-07-17,2022-W28,0.4237272899265184,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-07-24,2022-W29,0.4051575680572288,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-07-31,2022-W30,0.33256683711364193,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-08-07,2022-W31,0.3021800195093498,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-08-14,2022-W32,0.25659979310291153,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-08-21,2022-W33,0.1992024709614708,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-08-28,2022-W34,0.2127077232300451,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-09-04,2022-W35,0.15699855762217615,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-09-11,2022-W36,0.15531040108860436,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-09-18,2022-W37,0.126611740017884,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-09-25,2022-W38,0.09284860934644826,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-10-02,2022-W39,0.19413800136075546,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-10-09,2022-W40,0.2397182277671937,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-10-16,2022-W41,0.2920510803079191,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-10-23,2022-W42,0.2599761061700551,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-10-30,2022-W43,0.2498471669686244,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-11-06,2022-W44,0.2262129754986194,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-11-13,2022-W45,0.24309454083433726,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-11-20,2022-W46,0.24815901043505262,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-11-27,2022-W47,0.3021800195093498,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-12-04,2022-W48,0.3291905240464984,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-12-11,2022-W49,0.37139443738579303,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-12-18,2022-W50,0.3021800195093498,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2022-12-25,2022-W51,0.29542739337506263,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2023-01-01,2022-W52,0.3781470635200802,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2023-01-08,2023-W01,0.25659979310291153,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2023-01-15,2023-W02,0.21777219283076046,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2023-01-22,2023-W03,0.1401169922864583,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2023-01-29,2023-W04,0.10635386161502255,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2023-02-05,2023-W05,0.12323542695074043,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2023-02-12,2023-W06,0.10297754854787898,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2023-02-19,2023-W07,0.11817095735002506,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2023-02-26,2023-W08,0.13336436615217115,TESSy RESPISEVERE,NA
Italy,Weekly new ICU admissions per 100k,2023-03-05,2023-W09,0.05233285254072538,TESSy RESPISEVERE,NA
Latvia,Daily ICU occupancy,2021-01-10,2021-W01,63,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-01-17,2021-W02,64,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-01-24,2021-W03,102,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-01-31,2021-W04,110,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-02-07,2021-W05,105,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-02-14,2021-W06,92,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-02-21,2021-W07,94,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-02-28,2021-W08,90,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-03-07,2021-W09,79,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-03-14,2021-W10,90,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-03-21,2021-W11,81,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-03-28,2021-W12,80,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-04-04,2021-W13,92,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-04-11,2021-W14,79,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-04-18,2021-W15,96,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-04-25,2021-W16,88,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-05-02,2021-W17,89,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-05-09,2021-W18,92,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-05-16,2021-W19,92,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-05-23,2021-W20,95,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-05-30,2021-W21,85,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-06-06,2021-W22,68,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-06-13,2021-W23,74,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-06-20,2021-W24,42,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-06-27,2021-W25,39,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-07-04,2021-W26,36,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-07-11,2021-W27,18,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-07-18,2021-W28,10,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-07-25,2021-W29,10,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-08-01,2021-W30,6,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-08-08,2021-W31,9,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-08-15,2021-W32,14,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-08-22,2021-W33,13,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-08-29,2021-W34,12,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-09-05,2021-W35,20,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-09-12,2021-W36,30,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-09-19,2021-W37,28,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-09-26,2021-W38,53,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-10-03,2021-W39,71,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-10-10,2021-W40,89,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-10-17,2021-W41,131,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-10-24,2021-W42,169,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-10-31,2021-W43,200,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-11-07,2021-W44,238,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-11-14,2021-W45,232,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-11-21,2021-W46,214,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-11-28,2021-W47,179,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-12-05,2021-W48,147,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-12-12,2021-W49,107,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-12-19,2021-W50,97,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2021-12-26,2021-W51,80,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-01-02,2021-W52,80,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-01-09,2022-W01,78,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-01-16,2022-W02,93,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-01-23,2022-W03,90,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-01-30,2022-W04,90,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-02-06,2022-W05,92,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-02-13,2022-W06,89,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-02-20,2022-W07,90,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-02-27,2022-W08,115,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-03-06,2022-W09,97,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-03-13,2022-W10,80,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-03-20,2022-W11,65,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-03-27,2022-W12,56,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-04-03,2022-W13,42,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-04-10,2022-W14,44,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-04-17,2022-W15,26,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-04-24,2022-W16,24,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-05-01,2022-W17,30,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-05-08,2022-W18,11,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-05-15,2022-W19,5,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-05-22,2022-W20,3,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-05-29,2022-W21,5,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-06-05,2022-W22,4,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-06-12,2022-W23,3,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-06-19,2022-W24,2,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-06-26,2022-W25,1,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-07-03,2022-W26,5,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-07-10,2022-W27,3,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-07-17,2022-W28,4,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-07-24,2022-W29,4,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-07-31,2022-W30,7,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-08-07,2022-W31,4,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-08-14,2022-W32,4,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-08-21,2022-W33,5,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-08-28,2022-W34,7,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-09-04,2022-W35,6,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-09-11,2022-W36,4,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-09-18,2022-W37,1,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-09-25,2022-W38,3,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-10-02,2022-W39,4,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-10-09,2022-W40,5,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-10-16,2022-W41,5,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-10-23,2022-W42,5,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-10-30,2022-W43,5,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-11-06,2022-W44,6,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-11-13,2022-W45,6,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-11-20,2022-W46,7,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-11-27,2022-W47,6,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-12-04,2022-W48,8,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-12-11,2022-W49,4,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-12-18,2022-W50,7,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2022-12-25,2022-W51,11,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2023-01-01,2022-W52,9,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2023-01-08,2023-W01,6,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2023-01-15,2023-W02,7,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2023-01-22,2023-W03,4,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2023-01-29,2023-W04,7,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2023-02-05,2023-W05,4,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2023-02-12,2023-W06,3,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2023-02-19,2023-W07,2,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2023-02-26,2023-W08,5,TESSy COVID-19 combined sources,NA
Latvia,Daily ICU occupancy,2023-03-05,2023-W09,3,TESSy COVID-19 combined sources,NA
Latvia,Weekly new hospital admissions per 100k,2020-01-05,2020-W01,0,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-01-12,2020-W02,0,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-01-19,2020-W03,0,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-01-26,2020-W04,0,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-02-02,2020-W05,0,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-02-09,2020-W06,0,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-02-16,2020-W07,0,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-02-23,2020-W08,0,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-03-01,2020-W09,0,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-03-08,2020-W10,0.15845993842246792,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-03-15,2020-W11,0.31691987684493583,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-03-22,2020-W12,0.8451196715864956,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-03-29,2020-W13,1.5317794047505233,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-04-05,2020-W14,1.4789594252763674,TESSy NCOVAGGR,NA
Latvia,Weekly new hospital admissions per 100k,2020-04-12,2020-W15,1.3204994868538995,TESSy NCOVAGGR,NA
