country,indicator,date,year_week,value,source,url
Belgium,Daily hospital occupancy,2021-11-03,2021-W44,1866,Country_Website,
Belgium,Daily hospital occupancy,2021-11-04,2021-W44,1909,Country_Website,
Belgium,Daily hospital occupancy,2021-11-05,2021-W44,1939,Country_Website,
Belgium,Daily hospital occupancy,2021-11-06,2021-W44,1882,Country_Website,
Belgium,Daily hospital occupancy,2021-11-07,2021-W44,1955,Country_Website,
Belgium,Daily hospital occupancy,2021-11-08,2021-W45,2078,Country_Website,
Belgium,Daily hospital occupancy,2021-11-09,2021-W45,2152,Country_Website,
Belgium,Daily hospital occupancy,2021-11-10,2021-W45,2279,Country_Website,
Belgium,Daily hospital occupancy,2021-11-11,2021-W45,2308,Country_Website,
Belgium,Daily hospital occupancy,2021-11-12,2021-W45,2407,Country_Website,
Belgium,Daily hospital occupancy,2021-11-13,2021-W45,2407,Country_Website,
Belgium,Daily hospital occupancy,2021-11-14,2021-W45,2496,Country_Website,
Belgium,Daily hospital occupancy,2021-11-15,2021-W46,2667,Country_Website,
Belgium,Daily hospital occupancy,2021-11-16,2021-W46,2709,Country_Website,
Belgium,Daily hospital occupancy,2021-11-17,2021-W46,2839,Country_Website,
Belgium,Daily hospital occupancy,2021-11-18,2021-W46,2897,Country_Website,
Belgium,Daily hospital occupancy,2021-11-19,2021-W46,2990,Country_Website,
Belgium,Daily hospital occupancy,2021-11-20,2021-W46,3005,Country_Website,
Belgium,Daily hospital occupancy,2021-11-21,2021-W46,3173,Country_Website,
Belgium,Daily hospital occupancy,2021-11-22,2021-W47,3325,Country_Website,
Belgium,Daily hospital occupancy,2021-11-23,2021-W47,3367,Country_Website,
Belgium,Daily hospital occupancy,2021-11-24,2021-W47,3439,Country_Website,
Belgium,Daily hospital occupancy,2021-11-25,2021-W47,3489,Country_Website,
Belgium,Daily hospital occupancy,2021-11-26,2021-W47,3493,Country_Website,
Belgium,Daily hospital occupancy,2021-11-27,2021-W47,3441,Country_Website,
Belgium,Daily hospital occupancy,2021-11-28,2021-W47,3546,Country_Website,
Belgium,Daily hospital occupancy,2021-11-29,2021-W48,3698,Country_Website,
Belgium,Daily hospital occupancy,2021-11-30,2021-W48,3750,Country_Website,
Belgium,Daily hospital occupancy,2021-12-01,2021-W48,3729,Country_Website,
Belgium,Daily hospital occupancy,2021-12-02,2021-W48,3708,Country_Website,
Belgium,Daily hospital occupancy,2021-12-03,2021-W48,3613,Country_Website,
Belgium,Daily hospital occupancy,2021-12-04,2021-W48,3534,Country_Website,
Belgium,Daily hospital occupancy,2021-12-05,2021-W48,3579,Country_Website,
Belgium,Daily hospital occupancy,2021-12-06,2021-W49,3662,Country_Website,
Belgium,Daily hospital occupancy,2021-12-07,2021-W49,3554,Country_Website,
Belgium,Daily hospital occupancy,2021-12-08,2021-W49,3513,Country_Website,
Belgium,Daily hospital occupancy,2021-12-09,2021-W49,3448,Country_Website,
Belgium,Daily hospital occupancy,2021-12-10,2021-W49,3364,Country_Website,
Belgium,Daily hospital occupancy,2021-12-11,2021-W49,3281,Country_Website,
Belgium,Daily hospital occupancy,2021-12-12,2021-W49,3288,Country_Website,
Belgium,Daily hospital occupancy,2021-12-13,2021-W50,3382,Country_Website,
Belgium,Daily hospital occupancy,2021-12-14,2021-W50,3262,Country_Website,
Belgium,Daily hospital occupancy,2021-12-15,2021-W50,3120,Country_Website,
Belgium,Daily hospital occupancy,2021-12-16,2021-W50,2970,Country_Website,
Belgium,Daily hospital occupancy,2021-12-17,2021-W50,2833,Country_Website,
Belgium,Daily hospital occupancy,2021-12-18,2021-W50,2648,Country_Website,
Belgium,Daily hospital occupancy,2021-12-19,2021-W50,2619,Country_Website,
Belgium,Daily hospital occupancy,2021-12-20,2021-W51,2645,Country_Website,
Belgium,Daily hospital occupancy,2021-12-21,2021-W51,2452,Country_Website,
Belgium,Daily hospital occupancy,2021-12-22,2021-W51,2322,Country_Website,
Belgium,Daily hospital occupancy,2021-12-23,2021-W51,2198,Country_Website,
Belgium,Daily hospital occupancy,2021-12-24,2021-W51,2052,Country_Website,
Belgium,Daily hospital occupancy,2021-12-25,2021-W51,1923,Country_Website,
Belgium,Daily hospital occupancy,2021-12-26,2021-W51,1945,Country_Website,
Belgium,Daily hospital occupancy,2021-12-27,2021-W52,1960,Country_Website,
Belgium,Daily hospital occupancy,2021-12-28,2021-W52,1901,Country_Website,
Belgium,Daily hospital occupancy,2021-12-29,2021-W52,1868,Country_Website,
Belgium,Daily hospital occupancy,2021-12-30,2021-W52,1806,Country_Website,
Belgium,Daily hospital occupancy,2021-12-31,2021-W52,1761,Country_Website,
Belgium,Daily hospital occupancy,2022-01-01,2021-W52,1704,Country_Website,
Belgium,Daily hospital occupancy,2022-01-02,2021-W52,1764,Country_Website,
Belgium,Daily hospital occupancy,2022-01-03,2022-W01,1865,Country_Website,
Belgium,Daily hospital occupancy,2022-01-04,2022-W01,1894,Country_Website,
Belgium,Daily hospital occupancy,2022-01-05,2022-W01,1884,Country_Website,
Belgium,Daily hospital occupancy,2022-01-06,2022-W01,1879,Country_Website,
Belgium,Daily hospital occupancy,2022-01-07,2022-W01,1892,Country_Website,
Belgium,Daily hospital occupancy,2022-01-08,2022-W01,1857,Country_Website,
Belgium,Daily hospital occupancy,2022-01-09,2022-W01,1887,Country_Website,
Belgium,Daily hospital occupancy,2022-01-10,2022-W02,1962,Country_Website,
Belgium,Daily hospital occupancy,2022-01-11,2022-W02,1998,Country_Website,
Belgium,Daily hospital occupancy,2022-01-12,2022-W02,2022,Country_Website,
Belgium,Daily hospital occupancy,2022-01-13,2022-W02,2040,Country_Website,
Belgium,Daily hospital occupancy,2022-01-14,2022-W02,2106,Country_Website,
Belgium,Daily hospital occupancy,2022-01-15,2022-W02,2092,Country_Website,
Belgium,Daily hospital occupancy,2022-01-16,2022-W02,2178,Country_Website,
Belgium,Daily hospital occupancy,2022-01-17,2022-W03,2323,Country_Website,
Belgium,Daily hospital occupancy,2022-01-18,2022-W03,2416,Country_Website,
Belgium,Daily hospital occupancy,2022-01-19,2022-W03,2570,Country_Website,
Belgium,Daily hospital occupancy,2022-01-20,2022-W03,2732,Country_Website,
Belgium,Daily hospital occupancy,2022-01-21,2022-W03,2851,Country_Website,
Belgium,Daily hospital occupancy,2022-01-22,2022-W03,2909,Country_Website,
Belgium,Daily hospital occupancy,2022-01-23,2022-W03,3039,Country_Website,
Belgium,Daily hospital occupancy,2022-01-24,2022-W04,3299,Country_Website,
Belgium,Daily hospital occupancy,2022-01-25,2022-W04,3438,Country_Website,
Belgium,Daily hospital occupancy,2022-01-26,2022-W04,3583,Country_Website,
Belgium,Daily hospital occupancy,2022-01-27,2022-W04,3695,Country_Website,
Belgium,Daily hospital occupancy,2022-01-28,2022-W04,3824,Country_Website,
Belgium,Daily hospital occupancy,2022-01-29,2022-W04,3746,Country_Website,
Belgium,Daily hospital occupancy,2022-01-30,2022-W04,3839,Country_Website,
Belgium,Daily hospital occupancy,2022-01-31,2022-W05,4081,Country_Website,
Belgium,Daily hospital occupancy,2022-02-01,2022-W05,4160,Country_Website,
Belgium,Daily hospital occupancy,2022-02-02,2022-W05,4212,Country_Website,
Belgium,Daily hospital occupancy,2022-02-03,2022-W05,4239,Country_Website,
Belgium,Daily hospital occupancy,2022-02-04,2022-W05,4252,Country_Website,
Belgium,Daily hospital occupancy,2022-02-05,2022-W05,4008,Country_Website,
Belgium,Daily hospital occupancy,2022-02-06,2022-W05,4141,Country_Website,
Belgium,Daily hospital occupancy,2022-02-07,2022-W06,4329,Country_Website,
Belgium,Daily hospital occupancy,2022-02-08,2022-W06,4187,Country_Website,
Belgium,Daily hospital occupancy,2022-02-09,2022-W06,4086,Country_Website,
Belgium,Daily hospital occupancy,2022-02-10,2022-W06,3922,Country_Website,
Belgium,Daily hospital occupancy,2022-02-11,2022-W06,3843,Country_Website,
Belgium,Daily hospital occupancy,2022-02-12,2022-W06,3599,Country_Website,
Belgium,Daily hospital occupancy,2022-02-13,2022-W06,3632,Country_Website,
Belgium,Daily hospital occupancy,2022-02-14,2022-W07,3654,Country_Website,
Belgium,Daily hospital occupancy,2022-02-15,2022-W07,3504,Country_Website,
Belgium,Daily hospital occupancy,2022-02-16,2022-W07,3350,Country_Website,
Belgium,Daily hospital occupancy,2022-02-17,2022-W07,3253,Country_Website,
Belgium,Daily hospital occupancy,2022-02-18,2022-W07,3131,Country_Website,
Belgium,Daily hospital occupancy,2022-02-19,2022-W07,2931,Country_Website,
Belgium,Daily hospital occupancy,2022-02-20,2022-W07,2914,Country_Website,
Belgium,Daily hospital occupancy,2022-02-21,2022-W08,3000,Country_Website,
Belgium,Daily hospital occupancy,2022-02-22,2022-W08,2817,Country_Website,
Belgium,Daily hospital occupancy,2022-02-23,2022-W08,2720,Country_Website,
Belgium,Daily hospital occupancy,2022-02-24,2022-W08,2602,Country_Website,
Belgium,Daily hospital occupancy,2022-02-25,2022-W08,2503,Country_Website,
Belgium,Daily hospital occupancy,2022-02-26,2022-W08,2322,Country_Website,
Belgium,Daily hospital occupancy,2022-02-27,2022-W08,2291,Country_Website,
Belgium,Daily hospital occupancy,2022-02-28,2022-W09,2322,Country_Website,
Belgium,Daily hospital occupancy,2022-03-01,2022-W09,2187,Country_Website,
Belgium,Daily hospital occupancy,2022-03-02,2022-W09,2130,Country_Website,
Belgium,Daily hospital occupancy,2022-03-03,2022-W09,2108,Country_Website,
Belgium,Daily hospital occupancy,2022-03-04,2022-W09,2051,Country_Website,
Belgium,Daily hospital occupancy,2022-03-05,2022-W09,1921,Country_Website,
Belgium,Daily hospital occupancy,2022-03-06,2022-W09,1980,Country_Website,
Belgium,Daily hospital occupancy,2022-03-07,2022-W10,2069,Country_Website,
Belgium,Daily hospital occupancy,2022-03-08,2022-W10,2008,Country_Website,
Belgium,Daily hospital occupancy,2022-03-09,2022-W10,2010,Country_Website,
Belgium,Daily hospital occupancy,2022-03-10,2022-W10,1970,Country_Website,
Belgium,Daily hospital occupancy,2022-03-11,2022-W10,1938,Country_Website,
Belgium,Daily hospital occupancy,2022-03-12,2022-W10,1922,Country_Website,
Belgium,Daily hospital occupancy,2022-03-13,2022-W10,1999,Country_Website,
Belgium,Daily hospital occupancy,2022-03-14,2022-W11,2145,Country_Website,
Belgium,Daily hospital occupancy,2022-03-15,2022-W11,2218,Country_Website,
Belgium,Daily hospital occupancy,2022-03-16,2022-W11,2248,Country_Website,
Belgium,Daily hospital occupancy,2022-03-17,2022-W11,2263,Country_Website,
Belgium,Daily hospital occupancy,2022-03-18,2022-W11,2280,Country_Website,
Belgium,Daily hospital occupancy,2022-03-19,2022-W11,2222,Country_Website,
Belgium,Daily hospital occupancy,2022-03-20,2022-W11,2320,Country_Website,
Belgium,Daily hospital occupancy,2022-03-21,2022-W12,2435,Country_Website,
Belgium,Daily hospital occupancy,2022-03-22,2022-W12,2511,Country_Website,
Belgium,Daily hospital occupancy,2022-03-23,2022-W12,2590,Country_Website,
Belgium,Daily hospital occupancy,2022-03-24,2022-W12,2628,Country_Website,
Belgium,Daily hospital occupancy,2022-03-25,2022-W12,2680,Country_Website,
Belgium,Daily hospital occupancy,2022-03-26,2022-W12,2593,Country_Website,
Belgium,Daily hospital occupancy,2022-03-27,2022-W12,2700,Country_Website,
Belgium,Daily hospital occupancy,2022-03-28,2022-W13,2856,Country_Website,
Belgium,Daily hospital occupancy,2022-03-29,2022-W13,2904,Country_Website,
Belgium,Daily hospital occupancy,2022-03-30,2022-W13,2920,Country_Website,
Belgium,Daily hospital occupancy,2022-03-31,2022-W13,2979,Country_Website,
Belgium,Daily hospital occupancy,2022-04-01,2022-W13,3026,Country_Website,
Belgium,Daily hospital occupancy,2022-04-02,2022-W13,2865,Country_Website,
Belgium,Daily hospital occupancy,2022-04-03,2022-W13,2973,Country_Website,
Belgium,Daily hospital occupancy,2022-04-04,2022-W14,3084,Country_Website,
Belgium,Daily hospital occupancy,2022-04-05,2022-W14,3055,Country_Website,
Belgium,Daily hospital occupancy,2022-04-06,2022-W14,3012,Country_Website,
Belgium,Daily hospital occupancy,2022-04-07,2022-W14,3102,Country_Website,
Belgium,Daily hospital occupancy,2022-04-08,2022-W14,3141,Country_Website,
Belgium,Daily hospital occupancy,2022-04-09,2022-W14,3024,Country_Website,
Belgium,Daily hospital occupancy,2022-04-10,2022-W14,3069,Country_Website,
Belgium,Daily hospital occupancy,2022-04-11,2022-W15,3197,Country_Website,
Belgium,Daily hospital occupancy,2022-04-12,2022-W15,3189,Country_Website,
Belgium,Daily hospital occupancy,2022-04-13,2022-W15,3199,Country_Website,
Belgium,Daily hospital occupancy,2022-04-14,2022-W15,3163,Country_Website,
Belgium,Daily hospital occupancy,2022-04-15,2022-W15,3028,Country_Website,
Belgium,Daily hospital occupancy,2022-04-16,2022-W15,2902,Country_Website,
Belgium,Daily hospital occupancy,2022-04-17,2022-W15,2948,Country_Website,
Belgium,Daily hospital occupancy,2022-04-18,2022-W16,3079,Country_Website,
Belgium,Daily hospital occupancy,2022-04-19,2022-W16,3188,Country_Website,
Belgium,Daily hospital occupancy,2022-04-20,2022-W16,3086,Country_Website,
Belgium,Daily hospital occupancy,2022-04-21,2022-W16,2975,Country_Website,
Belgium,Daily hospital occupancy,2022-04-22,2022-W16,2845,Country_Website,
Belgium,Daily hospital occupancy,2022-04-23,2022-W16,2656,Country_Website,
Belgium,Daily hospital occupancy,2022-04-24,2022-W16,2715,Country_Website,
Belgium,Daily hospital occupancy,2022-04-25,2022-W17,2766,Country_Website,
Belgium,Daily hospital occupancy,2022-04-26,2022-W17,2638,Country_Website,
Belgium,Daily hospital occupancy,2022-04-27,2022-W17,2570,Country_Website,
Belgium,Daily hospital occupancy,2022-04-28,2022-W17,2450,Country_Website,
Belgium,Daily hospital occupancy,2022-04-29,2022-W17,2331,Country_Website,
Belgium,Daily hospital occupancy,2022-04-30,2022-W17,2183,Country_Website,
Belgium,Daily hospital occupancy,2022-05-01,2022-W17,2189,Country_Website,
Belgium,Daily hospital occupancy,2022-05-02,2022-W18,2252,Country_Website,
Belgium,Daily hospital occupancy,2022-05-03,2022-W18,2124,Country_Website,
Belgium,Daily hospital occupancy,2022-05-04,2022-W18,2041,Country_Website,
Belgium,Daily hospital occupancy,2022-05-05,2022-W18,2017,Country_Website,
Belgium,Daily hospital occupancy,2022-05-06,2022-W18,1948,Country_Website,
Belgium,Daily hospital occupancy,2022-05-07,2022-W18,1837,Country_Website,
Belgium,Daily hospital occupancy,2022-05-08,2022-W18,1859,Country_Website,
Belgium,Daily hospital occupancy,2022-05-09,2022-W19,1891,Country_Website,
Belgium,Daily hospital occupancy,2022-05-10,2022-W19,1847,Country_Website,
Belgium,Daily hospital occupancy,2022-05-11,2022-W19,1711,Country_Website,
Belgium,Daily hospital occupancy,2022-05-12,2022-W19,1680,Country_Website,
Belgium,Daily hospital occupancy,2022-05-13,2022-W19,1602,Country_Website,
Belgium,Daily hospital occupancy,2022-05-14,2022-W19,1510,Country_Website,
Belgium,Daily hospital occupancy,2022-05-15,2022-W19,1526,Country_Website,
Belgium,Daily hospital occupancy,2022-05-16,2022-W20,1515,Country_Website,
Belgium,Daily hospital occupancy,2022-05-17,2022-W20,1464,Country_Website,
Belgium,Daily hospital occupancy,2022-05-18,2022-W20,1400,Country_Website,
Belgium,Daily hospital occupancy,2022-05-19,2022-W20,1343,Country_Website,
Belgium,Daily hospital occupancy,2022-05-20,2022-W20,1306,Country_Website,
Belgium,Daily hospital occupancy,2022-05-21,2022-W20,1200,Country_Website,
Belgium,Daily hospital occupancy,2022-05-22,2022-W20,1211,Country_Website,
Belgium,Daily hospital occupancy,2022-05-23,2022-W21,1240,Country_Website,
Belgium,Daily hospital occupancy,2022-05-24,2022-W21,1158,Country_Website,
Belgium,Daily hospital occupancy,2022-05-25,2022-W21,1093,Country_Website,
Belgium,Daily hospital occupancy,2022-05-26,2022-W21,1047,Country_Website,
Belgium,Daily hospital occupancy,2022-05-27,2022-W21,1030,Country_Website,
Belgium,Daily hospital occupancy,2022-05-28,2022-W21,947,Country_Website,
Belgium,Daily hospital occupancy,2022-05-29,2022-W21,943,Country_Website,
Belgium,Daily hospital occupancy,2022-05-30,2022-W22,953,Country_Website,
Belgium,Daily hospital occupancy,2022-05-31,2022-W22,953,Country_Website,
Belgium,Daily hospital occupancy,2022-06-01,2022-W22,918,Country_Website,
Belgium,Daily hospital occupancy,2022-06-02,2022-W22,883,Country_Website,
Belgium,Daily hospital occupancy,2022-06-03,2022-W22,864,Country_Website,
Belgium,Daily hospital occupancy,2022-06-04,2022-W22,813,Country_Website,
Belgium,Daily hospital occupancy,2022-06-05,2022-W22,840,Country_Website,
Belgium,Daily hospital occupancy,2022-06-06,2022-W23,878,Country_Website,
Belgium,Daily hospital occupancy,2022-06-07,2022-W23,943,Country_Website,
Belgium,Daily hospital occupancy,2022-06-08,2022-W23,904,Country_Website,
Belgium,Daily hospital occupancy,2022-06-09,2022-W23,891,Country_Website,
Belgium,Daily hospital occupancy,2022-06-10,2022-W23,889,Country_Website,
Belgium,Daily hospital occupancy,2022-06-11,2022-W23,815,Country_Website,
Belgium,Daily hospital occupancy,2022-06-12,2022-W23,826,Country_Website,
Belgium,Daily hospital occupancy,2022-06-13,2022-W24,892,Country_Website,
Belgium,Daily hospital occupancy,2022-06-14,2022-W24,887,Country_Website,
Belgium,Daily hospital occupancy,2022-06-15,2022-W24,873,Country_Website,
Belgium,Daily hospital occupancy,2022-06-16,2022-W24,897,Country_Website,
Belgium,Daily hospital occupancy,2022-06-17,2022-W24,880,Country_Website,
Belgium,Daily hospital occupancy,2022-06-18,2022-W24,883,Country_Website,
Belgium,Daily hospital occupancy,2022-06-19,2022-W24,940,Country_Website,
Belgium,Daily hospital occupancy,2022-06-20,2022-W25,1022,Country_Website,
Belgium,Daily hospital occupancy,2022-06-21,2022-W25,1086,Country_Website,
Belgium,Daily hospital occupancy,2022-06-22,2022-W25,1091,Country_Website,
Belgium,Daily hospital occupancy,2022-06-23,2022-W25,1084,Country_Website,
Belgium,Daily hospital occupancy,2022-06-24,2022-W25,1103,Country_Website,
Belgium,Daily hospital occupancy,2022-06-25,2022-W25,1170,Country_Website,
Belgium,Daily hospital occupancy,2022-06-26,2022-W25,1196,Country_Website,
Belgium,Daily hospital occupancy,2022-06-27,2022-W26,1293,Country_Website,
Belgium,Daily hospital occupancy,2022-06-28,2022-W26,1311,Country_Website,
Belgium,Daily hospital occupancy,2022-06-29,2022-W26,1359,Country_Website,
Belgium,Daily hospital occupancy,2022-06-30,2022-W26,1353,Country_Website,
Belgium,Daily hospital occupancy,2022-07-01,2022-W26,1432,Country_Website,
Belgium,Daily hospital occupancy,2022-07-02,2022-W26,1421,Country_Website,
Belgium,Daily hospital occupancy,2022-07-03,2022-W26,1475,Country_Website,
Belgium,Daily hospital occupancy,2022-07-04,2022-W27,1538,Country_Website,
Belgium,Daily hospital occupancy,2022-07-05,2022-W27,1534,Country_Website,
Belgium,Daily hospital occupancy,2022-07-06,2022-W27,1581,Country_Website,
Belgium,Daily hospital occupancy,2022-07-07,2022-W27,1662,Country_Website,
Belgium,Daily hospital occupancy,2022-07-08,2022-W27,1693,Country_Website,
Belgium,Daily hospital occupancy,2022-07-09,2022-W27,1714,Country_Website,
Belgium,Daily hospital occupancy,2022-07-10,2022-W27,1834,Country_Website,
Belgium,Daily hospital occupancy,2022-07-11,2022-W28,1988,Country_Website,
Belgium,Daily hospital occupancy,2022-07-12,2022-W28,2076,Country_Website,
Belgium,Daily hospital occupancy,2022-07-13,2022-W28,2100,Country_Website,
Belgium,Daily hospital occupancy,2022-07-14,2022-W28,2176,Country_Website,
Belgium,Daily hospital occupancy,2022-07-15,2022-W28,2201,Country_Website,
Belgium,Daily hospital occupancy,2022-07-16,2022-W28,2180,Country_Website,
Belgium,Daily hospital occupancy,2022-07-17,2022-W28,2272,Country_Website,
Belgium,Daily hospital occupancy,2022-07-18,2022-W29,2331,Country_Website,
Belgium,Daily hospital occupancy,2022-07-19,2022-W29,2229,Country_Website,
Belgium,Daily hospital occupancy,2022-07-20,2022-W29,2214,Country_Website,
Belgium,Daily hospital occupancy,2022-07-21,2022-W29,2143,Country_Website,
Belgium,Daily hospital occupancy,2022-07-22,2022-W29,2202,Country_Website,
Belgium,Daily hospital occupancy,2022-07-23,2022-W29,2170,Country_Website,
Belgium,Daily hospital occupancy,2022-07-24,2022-W29,2210,Country_Website,
Belgium,Daily hospital occupancy,2022-07-25,2022-W30,2289,Country_Website,
Belgium,Daily hospital occupancy,2022-07-26,2022-W30,2183,Country_Website,
Belgium,Daily hospital occupancy,2022-07-27,2022-W30,2059,Country_Website,
Belgium,Daily hospital occupancy,2022-07-28,2022-W30,1993,Country_Website,
Belgium,Daily hospital occupancy,2022-07-29,2022-W30,1901,Country_Website,
Belgium,Daily hospital occupancy,2022-07-30,2022-W30,1819,Country_Website,
Belgium,Daily hospital occupancy,2022-07-31,2022-W30,1862,Country_Website,
Belgium,Daily hospital occupancy,2022-08-01,2022-W31,1897,Country_Website,
Belgium,Daily hospital occupancy,2022-08-02,2022-W31,1867,Country_Website,
Belgium,Daily hospital occupancy,2022-08-03,2022-W31,1801,Country_Website,
Belgium,Daily hospital occupancy,2022-08-04,2022-W31,1759,Country_Website,
Belgium,Daily hospital occupancy,2022-08-05,2022-W31,1684,Country_Website,
Belgium,Daily hospital occupancy,2022-08-06,2022-W31,1597,Country_Website,
Belgium,Daily hospital occupancy,2022-08-07,2022-W31,1608,Country_Website,
Belgium,Daily hospital occupancy,2022-08-08,2022-W32,1637,Country_Website,
Belgium,Daily hospital occupancy,2022-08-09,2022-W32,1519,Country_Website,
Belgium,Daily hospital occupancy,2022-08-10,2022-W32,1401,Country_Website,
Belgium,Daily hospital occupancy,2022-08-11,2022-W32,1350,Country_Website,
Belgium,Daily hospital occupancy,2022-08-12,2022-W32,1323,Country_Website,
Belgium,Daily hospital occupancy,2022-08-13,2022-W32,1272,Country_Website,
Belgium,Daily hospital occupancy,2022-08-14,2022-W32,1274,Country_Website,
Belgium,Daily hospital occupancy,2022-08-15,2022-W33,1315,Country_Website,
Belgium,Daily hospital occupancy,2022-08-16,2022-W33,1301,Country_Website,
Belgium,Daily hospital occupancy,2022-08-17,2022-W33,1234,Country_Website,
Belgium,Daily hospital occupancy,2022-08-18,2022-W33,1171,Country_Website,
Belgium,Daily hospital occupancy,2022-08-19,2022-W33,1129,Country_Website,
Belgium,Daily hospital occupancy,2022-08-20,2022-W33,1070,Country_Website,
Belgium,Daily hospital occupancy,2022-08-21,2022-W33,1091,Country_Website,
Belgium,Daily hospital occupancy,2022-08-22,2022-W34,1105,Country_Website,
Belgium,Daily hospital occupancy,2022-08-23,2022-W34,1033,Country_Website,
Belgium,Daily hospital occupancy,2022-08-24,2022-W34,987,Country_Website,
Belgium,Daily hospital occupancy,2022-08-25,2022-W34,953,Country_Website,
Belgium,Daily hospital occupancy,2022-08-26,2022-W34,910,Country_Website,
Belgium,Daily hospital occupancy,2022-08-27,2022-W34,828,Country_Website,
Belgium,Daily hospital occupancy,2022-08-28,2022-W34,834,Country_Website,
Belgium,Daily hospital occupancy,2022-08-29,2022-W35,867,Country_Website,
Belgium,Daily hospital occupancy,2022-08-30,2022-W35,812,Country_Website,
Belgium,Daily hospital occupancy,2022-08-31,2022-W35,798,Country_Website,
Belgium,Daily hospital occupancy,2022-09-01,2022-W35,763,Country_Website,
Belgium,Daily hospital occupancy,2022-09-02,2022-W35,738,Country_Website,
Belgium,Daily hospital occupancy,2022-09-03,2022-W35,728,Country_Website,
Belgium,Daily hospital occupancy,2022-09-04,2022-W35,733,Country_Website,
Belgium,Daily hospital occupancy,2022-09-05,2022-W36,779,Country_Website,
Belgium,Daily hospital occupancy,2022-09-06,2022-W36,716,Country_Website,
Belgium,Daily hospital occupancy,2022-09-07,2022-W36,757,Country_Website,
Belgium,Daily hospital occupancy,2022-09-08,2022-W36,739,Country_Website,
Belgium,Daily hospital occupancy,2022-09-09,2022-W36,710,Country_Website,
Belgium,Daily hospital occupancy,2022-09-10,2022-W36,677,Country_Website,
Belgium,Daily hospital occupancy,2022-09-11,2022-W36,688,Country_Website,
Belgium,Daily hospital occupancy,2022-09-12,2022-W37,713,Country_Website,
Belgium,Daily hospital occupancy,2022-09-13,2022-W37,686,Country_Website,
Belgium,Daily hospital occupancy,2022-09-14,2022-W37,692,Country_Website,
Belgium,Daily hospital occupancy,2022-09-15,2022-W37,713,Country_Website,
Belgium,Daily hospital occupancy,2022-09-16,2022-W37,702,Country_Website,
Belgium,Daily hospital occupancy,2022-09-17,2022-W37,667,Country_Website,
Belgium,Daily hospital occupancy,2022-09-18,2022-W37,663,Country_Website,
Belgium,Daily hospital occupancy,2022-09-19,2022-W38,684,Country_Website,
Belgium,Daily hospital occupancy,2022-09-20,2022-W38,706,Country_Website,
Belgium,Daily hospital occupancy,2022-09-21,2022-W38,721,Country_Website,
Belgium,Daily hospital occupancy,2022-09-22,2022-W38,737,Country_Website,
Belgium,Daily hospital occupancy,2022-09-23,2022-W38,752,Country_Website,
Belgium,Daily hospital occupancy,2022-09-24,2022-W38,796,Country_Website,
Belgium,Daily hospital occupancy,2022-09-25,2022-W38,845,Country_Website,
Belgium,Daily hospital occupancy,2022-09-26,2022-W39,929,Country_Website,
Belgium,Daily hospital occupancy,2022-09-27,2022-W39,979,Country_Website,
Belgium,Daily hospital occupancy,2022-09-28,2022-W39,1042,Country_Website,
Belgium,Daily hospital occupancy,2022-09-29,2022-W39,1081,Country_Website,
Belgium,Daily hospital occupancy,2022-09-30,2022-W39,1173,Country_Website,
Belgium,Daily hospital occupancy,2022-10-01,2022-W39,1161,Country_Website,
Belgium,Daily hospital occupancy,2022-10-02,2022-W39,1232,Country_Website,
Belgium,Daily hospital occupancy,2022-10-03,2022-W40,1315,Country_Website,
Belgium,Daily hospital occupancy,2022-10-04,2022-W40,1354,Country_Website,
Belgium,Daily hospital occupancy,2022-10-05,2022-W40,1387,Country_Website,
Belgium,Daily hospital occupancy,2022-10-06,2022-W40,1430,Country_Website,
Belgium,Daily hospital occupancy,2022-10-07,2022-W40,1471,Country_Website,
Belgium,Daily hospital occupancy,2022-10-08,2022-W40,1454,Country_Website,
Belgium,Daily hospital occupancy,2022-10-09,2022-W40,1502,Country_Website,
Belgium,Daily hospital occupancy,2022-10-10,2022-W41,1547,Country_Website,
Belgium,Daily hospital occupancy,2022-10-11,2022-W41,1487,Country_Website,
Belgium,Daily hospital occupancy,2022-10-12,2022-W41,1511,Country_Website,
Belgium,Daily hospital occupancy,2022-10-13,2022-W41,1488,Country_Website,
Belgium,Daily hospital occupancy,2022-10-14,2022-W41,1527,Country_Website,
Belgium,Daily hospital occupancy,2022-10-15,2022-W41,1447,Country_Website,
Belgium,Daily hospital occupancy,2022-10-16,2022-W41,1473,Country_Website,
Belgium,Daily hospital occupancy,2022-10-17,2022-W42,1524,Country_Website,
Belgium,Daily hospital occupancy,2022-10-18,2022-W42,1549,Country_Website,
Belgium,Daily hospital occupancy,2022-10-19,2022-W42,1526,Country_Website,
Belgium,Daily hospital occupancy,2022-10-20,2022-W42,1509,Country_Website,
Belgium,Daily hospital occupancy,2022-10-21,2022-W42,1489,Country_Website,
Belgium,Daily hospital occupancy,2022-10-22,2022-W42,1441,Country_Website,
Belgium,Daily hospital occupancy,2022-10-23,2022-W42,1465,Country_Website,
Belgium,Daily hospital occupancy,2022-10-24,2022-W43,1431,Country_Website,
Belgium,Daily hospital occupancy,2022-10-25,2022-W43,1346,Country_Website,
Belgium,Daily hospital occupancy,2022-10-26,2022-W43,1266,Country_Website,
Belgium,Daily hospital occupancy,2022-10-27,2022-W43,1218,Country_Website,
Belgium,Daily hospital occupancy,2022-10-28,2022-W43,1155,Country_Website,
